LOWpdb	SD	HYDRO	MW	PI
2XQY_1	0.855924474355067	-1.4	811	5.72
4NKO_1	0.176117219085283	-1.4	811	5.72
4JDV_1	0.254144783760162	-0.516666666666667	768	5.81833333333333
3VG9_1	0.820455998210751	-1.4	811	5.72
2AJ3_1	0.879111036616536	-0.35	824	6.62666666666667
1KNO_1	0.719916935905108	-1.03333333333333	826	5.285
5CP7_1	0.628700371785256	-1.4	811	5.72
4EDX_1	0.432973502935801	-1.23333333333333	853	5.15666666666667
1GGI_1	1.77166876818496	-1.4	811	5.72
5CWS_1	0.190356681029324	-0.516666666666667	768	5.81833333333333
3MUG_1	0.526273380147112	-0.333333333333333	768	6.41666666666667
3FO2_1	0.175314398473142	-1.4	811	5.72
1DQJ_1	0.544375821199565	-0.25	841	6.38166666666667
2G5B_1	0.6340500950479	-1.29526019539602e-16	697	5.87166666666667
3S34_1	1.07857692239651	0.166666666666667	752	5.78833333333333
2XKN_1	0.0813611204568878	-0.916666666666667	836	5.305
3QCT_1	1.04238226488112	-0.716666666666667	795	5.69
5ANM_1	1.19040083109871	-0.683333333333333	796	6.67
3J7E_1	0.00320524636338497	-0.25	782	5.72166666666667
1K4C_1	0.558473181944217	-1.03333333333333	811	5.685
4ZS6_1	0.422140627048022	0.333333333333333	739	5.86833333333333
2Q76_1	0.393415828275883	-1.18333333333333	875	5.96
2W9D_1	0.627292103260114	-0.716666666666667	795	5.69
3MA9_1	0.353579553544182	-0.516666666666667	768	5.81833333333333
4FQQ_1	0.82457913785185	-1.46666666666667	811	6.40166666666667
4AT6_3	0.559410861609708	-1.23333333333333	854	4.75166666666667
1OB1_1	0.660066502568113	-0.516666666666667	768	5.81833333333333
3DIF_1	0.102405325371776	-1.4	811	5.72
1C08_1	0.835087244348158	-1.18333333333333	875	5.96
1BQL_1	0.539655410120198	-1.35	834	6.08333333333333
4M5Y_1	0.868605616769966	-1.46666666666667	825	6.44166666666667
4R97_1	1.08287498282781	-0.716666666666667	795	5.69
4S1D_1	1.95483999616337	-1.4	812	5.28
4OAW_1	0.152907598790906	-0.516666666666667	768	5.81833333333333
4KUC_1	0.955917151389441	-1.4	812	5.28
1HZH_1	0.616576368745835	-1.13333333333333	827	6.68666666666667
2VXT_1	0.470446431669255	-1.91666666666667	869	5.18666666666667
2A9M_1	0.127812379126593	-0.516666666666667	768	5.81833333333333
1RZG_1	0.873417589014838	-0.683333333333333	796	6.67
4QF1_1	1.24931696810717	-0.516666666666667	768	5.81833333333333
4D9Q_1	0.724275221862057	-0.516666666666667	768	5.81833333333333
4M7K_1	0.552338784454344	-1.4	811	5.72
4F2M_1	0.0969012061870243	-0.783333333333333	825	5.64166666666667
4JN1_1	0.329901375869367	-1.4	811	5.72
3M8O_1	1.11636698905251	-0.516666666666667	768	5.81833333333333
1FPT_1	0.00163817947734601	-0.716666666666667	795	5.69
1S3K_1	0.749006642139665	-1.08333333333333	794	5.86833333333333
2B2X_1	0.514162089338078	-0.183333333333333	810	5.815
1KC5_1	0.216758634025266	-1.35	800	5.64166666666667
2UUD_1	1.67236976290293	-0.95	784	5.765
4POZ_1	0.656404497420861	-1.3	867	5.87833333333333
4AL8_1	1.28885256148043	-0.716666666666667	796	5.25
4Q5Z_2	1.42375879681233	-0.516666666666667	768	5.81833333333333
1A6T_1	1.92204987444668	-1.4	811	5.72
4NM4_1	0.638231582115535	-1.01666666666667	784	6.44666666666667
3GI8_1	0.651129379960697	-0.716666666666667	795	5.69
3IDX_1	1.03055479292903	-0.516666666666667	768	5.81833333333333
3IYW_1	0.00265160976264292	-0.516666666666667	768	5.81833333333333
4Y5Y_1	0.248705718399276	-0.116666666666667	796	5.81166666666667
1I8M_1	1.42359974968591	-1.4	811	5.72
1E4W_1	0.764432635044123	-1.23333333333333	853	5.15666666666667
4DKF_1	1.54040808118433	-0.516666666666667	768	5.81833333333333
1FJ1_1	0.281219902411792	-0.466666666666667	777	6.14166666666667
1PG7_1	0.0091782460198006	-1.23333333333333	854	4.75166666666667
3SM5_1	0.986238179752531	-0.516666666666667	768	5.81833333333333
4CAD_1	0.202570775470986	-1.4	811	5.72
1NCA_1	0.708653223717002	-0.883333333333333	754	5.81333333333333
3O6K_1	1.51305665687839	-1.08333333333333	794	5.86833333333333
1BEY_1	0.799463412090884	-1.4	811	5.72
3C09_1	0.571147824833903	-1.4	811	5.72
1AJ7_1	0.159502076632253	-1.91666666666667	870	4.74666666666667
4OCX_1	0.981229452835573	-1.35	834	6.08333333333333
4HJ0_1	0.420004457462064	-0.583333333333333	768	6.5
2R29_1	0.00448283217769088	-1.4	812	5.28
2NR6_1	0.925109216039921	-0.883333333333333	754	5.81333333333333
4DN3_1	1.64481027610618	-0.516666666666667	768	5.81833333333333
4OKV_1	0.15597007826022	-1.4	811	5.72
3X2D_1	1.19687773592916	-1.46666666666667	811	6.40166666666667
4NKM_1	0.423377532565892	-1.4	811	5.72
3MME_1	0.147361053199275	-0.333333333333333	768	6.41666666666667
1ETZ_1	1.3599402884899	-1.23333333333333	854	4.75166666666667
1RHH_1	1.33606781415179	-0.516666666666667	768	5.81833333333333
3RA7_1	0.729175583827381	-0.0833333333333334	747	5.94666666666667
4HLZ_1	0.595136031029323	-0.95	784	5.765
1NAK_1	0.262544505213877	-1.11022302462516e-16	772	5.665
4XHJ_1	0.622077897855651	-0.516666666666667	768	5.81833333333333
2GSI_3	1.16218727052937	-0.116666666666667	796	5.81166666666667
3VI3_1	0.839087199389509	-0.716666666666667	795	5.69
3PIQ_2	0.211208552899733	-0.583333333333333	768	6.5
3RKD_1	0.278778262696355	-0.95	784	5.765
1CK0_1	0.270932698006967	-0.516666666666667	768	5.81833333333333
1PKQ_1	0.167870685387594	-1.4	811	5.72
3FO1_1	0.137380948089608	-1.4	811	5.72
1A6U_1	0.888884437377716	-1.23333333333333	854	4.75166666666667
4QHL_1	0.579630984887798	-1.4	811	5.72
2V7H_1	0.750812344224905	-1.23333333333333	853	5.15666666666667
3HMW_1	1.24285613344747	-1.46666666666667	856	5.30666666666667
3HNS_1	0.1881338224279	-1.3	867	5.87833333333333
2X7L_1	0.290696589646318	-0.2	737	5.92666666666667
3PNW_1	0.503894037663531	-0.516666666666667	768	5.81833333333333
2P8M_1	0.405682330457056	-0.95	784	5.765
5D6C_1	0.723680657030781	-0.516666666666667	768	5.81833333333333
1NGP_1	0.0950104026541272	-1.23333333333333	854	4.75166666666667
1FL5_1	0.511469528770044	-0.95	784	5.765
4JZO_1	0.906791542619543	-0.516666666666667	768	5.81833333333333
2XZA_1	0.08881190461025	-1.4	811	5.72
3V0V_1	0.820647451104511	-1.85	768	5.81833333333333
4U1G_1	0.664500769192933	-1.08333333333333	794	5.86833333333333
2ZPK_1	1.97404202185376	-0.35	811	4.85
3CXD_1	1.12227321405173	-0.516666666666667	768	5.81833333333333
1FOR_1	0.660840077386733	-1.4	811	5.72
1KN2_1	0.121703232694536	-1.4	811	5.72
3MXV_1	1.18369250906559	-0.716666666666667	795	5.69
2VC2_1	0.815947549265202	-1.4	812	5.28
1NL0_1	1.12090555469421	-0.683333333333333	796	6.67
4PLJ_1	1.51282281920649	-1.4	811	5.72
3UJT_1	1.5802570838381	-0.716666666666667	795	5.69
3B9K_1	0.311091628383024	-1.4	811	5.72
1TJG_1	0.54507703467109	-0.95	784	5.765
3LMJ_1	1.84498654900584	-0.516666666666667	768	5.81833333333333
1JNL_1	1.33994967267898	-1.4	812	5.28
4S2S_1	0.269325659245458	-0.933333333333333	798	5.75166666666667
1JPS_1	0.33614815197308	-1.4	812	5.28
3H42_1	0.765051353477657	-0.516666666666667	768	5.81833333333333
2BRR_1	0.927760866469373	-0.516666666666667	768	5.81833333333333
3WKM_1	0.97051324956669	-1.4	812	5.28
1TPX_1	0.38490784221984	-7.40148683083438e-17	786	5.705
2OJZ_1	0.345513700183267	-1.4	812	5.315
4DGV_1	0.44528211067592	0.7	753	5.87333333333333
2UYL_1	0.346897762295561	-1.4	811	5.72
1BFO_1	0.243785502027226	-1.61666666666667	779	5.74333333333333
4I9W_1	0.620634855621072	-1.4	811	5.72
2FL5_1	0.53068060103638	-0.95	785	5.36
4G7V_1	0.35323377832818	-0.516666666666667	768	5.81833333333333
4HZL_1	1.35489932424682	-1.08333333333333	794	5.86833333333333
3QEH_1	1.00786383532247	-0.516666666666667	768	5.81833333333333
4ORG_3	0.643291101291243	-0.516666666666667	768	5.81833333333333
4UIK_1	0.182333847489984	-1.23333333333333	853	5.15666666666667
4KI5_1	0.557998337539938	-0.516666666666667	768	5.81833333333333
3FN0_1	1.1744760792796	-1.85	754	5.77833333333333
3NZ8_1	1.55795564306626	-1.4	811	5.72
1M71_1	0.980892740734003	0.166666666666667	752	5.78833333333333
1MHH_1	1.67602707917562	0.366666666666667	711	5.87666666666667
2YK1_1	0.847567886415005	-1.4	811	5.72
1A3L_1	0.262747390047932	-1.56666666666667	845	5.63666666666667
1NJ9_1	1.79198606732879	-1.23333333333333	854	4.75166666666667
4QHM_1	0.680964982421025	-0.116666666666667	782	5.77166666666667
3QPQ_1	1.63962761358626	-1.4	811	5.72
3J2Y_1	0.00358261681596061	-0.933333333333333	784	5.71166666666667
1V7M_1	1.25411895829831	-0.516666666666667	768	5.81833333333333
4RIR_1	1.25847282117904	-0.95	784	5.765
1I9R_1	0.235702835013353	-1.4	811	5.72
1ZA6_1	0.750825111206111	-1.4	811	5.72
5ANY_1	0.00190421066323934	-0.516666666666667	845	4.76666666666667
3V6F_1	1.59220663192431	-1.08333333333333	794	5.86833333333333
1UWG_1	1.07215136408089	-0.4	764	5.79833333333333
3MCL_1	1.48327455660182	-0.716666666666667	795	5.69
4EBQ_1	0.354473568110985	-0.516666666666667	754	5.77833333333333
4JM2_2	1.66503078235539	-0.783333333333333	829	6.55166666666667
4ZPT_1	0.777547826101337	-0.916666666666667	836	5.305
2Y6S_1	0.101862974470609	-0.933333333333333	798	5.75166666666667
3LRS_1	1.85000450567586	-0.333333333333333	768	6.41666666666667
3MCK_1	0.375771392764937	-1.4	811	5.72
1BLN_1	0.696408255587196	-1.08333333333333	794	5.86833333333333
4F58_1	0.470993921411943	-0.516666666666667	768	5.81833333333333
4M6M_1	0.120888389525217	-0.95	784	5.765
3HAE_1	0.0557790059789523	-0.516666666666667	768	5.81833333333333
1YY8_1	0.599459968732276	-1.91666666666667	868	5.62666666666667
3PIQ_1	0.887259195936704	-0.583333333333333	768	6.5
4M61_1	0.179243790856198	-1.4	811	5.72
1DEE_1	1.17651759281832	-0.516666666666667	768	5.81833333333333
5A3I_1	0.880399561372277	-0.95	784	5.765
4LMQ_1	0.348680010657336	-1.4	811	5.72
3MJ8_1	0.45397521424523	-1.4	811	5.72
3U7W_1	0.675157575492195	-1.58333333333333	780	6.72333333333333
2NZ9_1	0.291784077722726	-0.95	784	5.765
1FAI_1	0.370081304496726	-1.23333333333333	853	5.15666666666667
1QBL_1	1.10698416114791	-1.4	812	5.28
1MF2_1	0.497602844833107	0.166666666666667	752	5.78833333333333
4U6H_1	0.183231165995306	-0.716666666666667	795	5.69
1JN6_1	0.31617178938751	-0.483333333333333	807	4.87333333333333
1KFA_1	0.263028166252209	-0.4	778	5.83833333333333
3QQ9_1	1.4582069178714	-1.4	811	5.72
3GJE_1	1.46025832849123	-0.516666666666667	768	5.81833333333333
1FVD_1	1.43950960036327	-0.516666666666667	768	5.81833333333333
4ODX_1	0.930653640311204	-0.516666666666667	768	5.81833333333333
1T4K_1	0.32801622919072	-0.516666666666667	768	5.81833333333333
4QTH_1	1.23696946960276	-1.45	842	5.17833333333333
4U6V_1	0.0353383684965795	-1.08333333333333	794	5.86833333333333
4YZF_1	1.19339642848109	-1.4	811	5.72
1A3R_1	1.82712856724698	-1.08333333333333	781	5.38833333333333
3PP3_1	1.15722595366434	-1.4	811	5.72
1EHL_1	0.844015381946325	-1.4	811	5.72
3HI5_1	0.749781548143414	-0.516666666666667	768	5.81833333333333
3BZ4_1	1.02957415367339	-0.516666666666667	768	5.81833333333333
1I7Z_1	0.200828932458695	-0.516666666666667	768	5.81833333333333
2AJS_1	1.01253955335183	-1.4	811	5.72
1AHW_1	0.325886309320188	-1.48333333333333	941	5.26666666666667
3U0T_1	0.129689747630642	-0.516666666666667	768	5.81833333333333
2R56_1	1.13389027135984	-0.683333333333333	796	6.67
4CNI_1	0.429393421302659	-0.516666666666667	768	5.81833333333333
2W60_1	1.74365326744539	-0.933333333333333	798	5.75166666666667
2R4R_1	0.723834172426254	-1.56666666666667	845	5.63666666666667
3AAZ_1	0.724116234807988	-1.4	811	5.72
4RGN_1	0.153546323502065	-1.55	874	6.13833333333333
2LTQ_1	0.100606445720442	-1.08333333333333	794	5.86833333333333
4Q2Z_1	0.691440830449361	-0.516666666666667	768	5.81833333333333
1U6A_1	0.536124252607859	-0.95	784	5.765
1AIF_1	1.77570302033814	-1.03333333333333	840	5.36
2ADG_1	0.0995053164827551	-1.08333333333333	794	5.86833333333333
1AY1_1	0.584172731743363	-1.4	811	5.72
1UA6_1	0.858780478644283	-1.18333333333333	875	5.96
4OII_1	0.00574948523783198	-1.56666666666667	845	5.63666666666667
1AFV_1	0.238492975158599	-0.716666666666667	795	5.69
4HIX_1	0.0443044824820222	-0.95	784	5.765
1ORS_1	0.617997708871426	-1.4	811	5.72
3P0V_1	1.05521634280476	-0.516666666666667	768	5.81833333333333
4OZ4_1	0.146439693063389	-1.4	811	5.72
1ZVO_1	0.000438406204334135	-1.4	811	5.72
1KEN_1	0.264509554958792	-0.716666666666667	795	5.69
3EO0_1	1.37195922727888	-0.516666666666667	768	5.81833333333333
3MLW_1	0.504816966117917	-0.95	784	5.765
2IPU_1	0.663942838008162	-1.4	811	5.72
1XGY_1	0.341255389454877	-1.4	811	5.72
4JHA_1	0.814346595621299	-1.41666666666667	752	5.87166666666667
1DBA_1	0.990152172842874	1.45	723	5.84
3V7A_1	0.0234886730574533	-1.4	811	5.72
3Q6F_1	0.549676890440556	-0.583333333333333	768	6.5
1EZV_1	0.794432334797935	-1.23333333333333	853	5.15666666666667
4F33_1	0.216028950834603	-0.95	770	5.725
3GK8_1	0.000837678538184297	-1.4	811	5.72
2A1W_1	1.33106866112822	-0.2	737	5.92666666666667
4PY7_1	0.576331864259934	-0.516666666666667	768	5.81833333333333
2IQA_1	0.990573868948954	-1.4	811	5.72
4HIE_1	0.758204338723848	-0.516666666666667	768	5.81833333333333
4FFZ_1	0.0134555349392011	-0.933333333333334	784	5.71166666666667
4NYL_1	0.3979496973555	-0.516666666666667	768	5.81833333333333
3HZK_1	0.349505583249157	-0.95	784	5.765
2ARJ_1	0.507079707817718	-1.08333333333333	780	5.82833333333333
3G6A_1	1.88575994017858	-0.516666666666667	768	5.81833333333333
1CGS_1	1.63544135347078	-0.883333333333333	837	6.58166666666667
2H9G_1	0.625495344929119	-0.516666666666667	768	5.81833333333333
1A2Y_1	1.53725954218698	-1.4	811	5.72
1N5Y_1	0.778909638520605	-1.91666666666667	883	5.26166666666667
1GAF_1	1.56377654608899	-1.91666666666667	870	4.74666666666667
4DVB_1	0.295318620999422	-0.95	784	5.765
4EVN_1	0.0901241204204156	-1.48333333333333	752	6.55333333333333
4O58_1	1.20607907078848	-0.466666666666667	777	6.14166666666667
3J8W_1	0.00140198011754809	-0.933333333333333	798	5.75166666666667
4FFW_1	0.171669263016124	-0.316666666666667	798	5.63333333333333
1C5D_1	0.663883464972958	-1.08333333333333	780	5.82833333333333
3QUM_1	0.572238183490493	-1.4	811	5.72
1I8I_1	0.315947330649427	-0.95	784	5.765
5CHN_1	0.104505432511898	-0.516666666666667	768	5.81833333333333
2Z91_1	0.266251127254576	-1.4	811	5.72
4ZYK_2	0.545213362083981	-0.516666666666667	768	5.81833333333333
3LS4_1	0.410490335721194	-0.2	737	5.92666666666667
1ZA3_1	0.251440100322124	-0.516666666666667	768	5.81833333333333
3DGG_1	1.92167652206621	-1.4	811	5.72
3LRS_3	0.127390236378226	-0.333333333333333	768	6.41666666666667
4DKE_1	0.232649444718875	-0.516666666666667	768	5.81833333333333
1YED_1	0.0956531627182308	-1.4	811	5.72
3U36_1	0.20308088504091	-0.583333333333333	768	6.5
1F3D_1	0.504802823982294	-1.4	811	5.72
1CZ8_1	0.364284443104558	-0.516666666666667	768	5.81833333333333
3B2U_1	0.838061235444558	-1.4	811	5.72
2VQ1_1	1.18125652620441	-0.716666666666667	795	5.69
4ODT_1	0.812252779377025	-0.35	810	5.255
3INU_1	0.212269920178297	-0.516666666666667	768	5.81833333333333
4M48_1	0.585999907647276	-0.95	784	5.765
4QCI_1	0.540774053048035	-0.516666666666667	768	5.81833333333333
4WHY_1	1.30819025154001	-1.56666666666667	853	6.61166666666667
1BBJ_1	0.00155351359826355	-1.4	811	5.72
2O5X_1	0.394601651922966	0.166666666666667	752	5.78833333333333
2GFB_1	0.46591611079525	-1.03333333333333	826	5.285
4OTX_1	0.236938754453551	-0.933333333333333	798	5.75166666666667
3BAE_1	0.427578444758678	-1.4	811	5.72
4J1U_1	1.48466331808949	-1.4	811	5.72
4G6K_1	0.193008331458776	-0.716666666666667	795	5.69
1C5B_1	0.110247139575137	-1.91666666666667	869	5.18666666666667
2FJH_1	0.0211340074761033	-0.516666666666667	768	5.81833333333333
1MFB_1	0.385821534239602	-1.23333333333333	854	4.75166666666667
4JLR_1	0.264025893920466	-1.4	811	5.72
2VL5_1	1.03832669698318	-0.95	784	5.765
4OGX_1	0.310453818066391	-0.516666666666667	768	5.81833333333333
1YNT_1	0.0348264231870018	-1.23333333333333	853	5.15666666666667
3TT1_1	0.100624123389972	-1.4	812	5.28
4Z5R_1	0.838621536834789	-1.4	811	5.72
4GMS_1	1.43551668537917	-0.716666666666667	796	5.285
3NFP_1	1.92618433772169	-1.4	811	5.72
5CGY_1	1.73183249345325	-0.466666666666667	764	6.21
4XTR_1	1.29946161579828	-0.516666666666667	768	5.81833333333333
2QR0_1	0.43196531283457	-0.516666666666667	768	5.81833333333333
4WV1_1	0.000257386868355222	-0.516666666666667	768	5.81833333333333
1F4W_1	1.81990587719283	-1.08333333333333	865	5.75166666666667
4MHJ_1	1.47300666280163	0.166666666666667	738	5.74833333333333
4QXT_1	0.899392536970136	-0.516666666666667	768	5.81833333333333
