PDB	SD	Hydrophobic	Hydrophilic	Amphipathic	Glycines
2VXS_1	0.911155326996448	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
1PKQ_1	0.167870685387594	16.6666666666667	50	16.6666666666667	16.6666666666667
1CF8_1	0.491832830707072	33.3333333333333	50	0	16.6666666666667
3MAC_1	0.485910345002555	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
4PTT_1	0.275803464467907	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
1BLN_1	0.696408255587196	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
1MLB_1	0.918754173937188	33.3333333333333	66.6666666666667	0	0
3MA9_1	0.353579553544182	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
1EZV_1	0.794432334797935	33.3333333333333	66.6666666666667	0	0
3QUM_1	0.572238183490493	16.6666666666667	50	16.6666666666667	16.6666666666667
1RZG_1	0.873417589014838	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
4M7K_1	0.552338784454344	16.6666666666667	50	16.6666666666667	16.6666666666667
1BJ1_1	0.282260056486924	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
4FFZ_1	0.0134555349392011	16.6666666666667	50	16.6666666666667	16.6666666666667
4LLW_1	0.721779246896168	16.6666666666667	50	16.6666666666667	16.6666666666667
4UT6_1	0.000674579869252052	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
4RGN_1	0.153546323502065	33.3333333333333	50	16.6666666666667	0
1DN0_1	0.805748490031266	16.6666666666667	50	16.6666666666667	16.6666666666667
2W9D_1	0.627292103260114	33.3333333333333	50	0	16.6666666666667
1ZA6_1	0.750825111206111	16.6666666666667	50	16.6666666666667	16.6666666666667
4JR9_1	0.306915323990728	16.6666666666667	33.3333333333333	16.6666666666667	33.3333333333333
4HIE_1	0.758204338723848	33.3333333333333	33.3333333333333	16.6666666666667	16.6666666666667
1LK3_1	0.729321954931084	33.3333333333333	50	0	16.6666666666667
3U9U_1	0.450286305366374	16.6666666666667	50	16.6666666666667	16.6666666666667
1ZVO_1	0.000438406204334135	16.6666666666667	50	16.6666666666667	16.6666666666667
3RA7_1	0.729175583827381	66.6666666666667	16.6666666666667	0	16.6666666666667
