PDB	SD	Hydrophobic	Hydrophilic	Amphipathic	Glycines
2J6E_1	0.925793695404115	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4UT9_1	0.267819998951254	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1NCA_1	0.708653223717002	38.4615384615385	23.0769230769231	7.69230769230769	30.7692307692308
4N90_1	0.700168485983432	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
4S2S_1	0.269325659245458	46.1538461538462	38.4615384615385	7.69230769230769	7.69230769230769
1L7I_1	0.786082466595796	30.7692307692308	38.4615384615385	15.3846153846154	15.3846153846154
3VRL_1	0.492089751163343	23.0769230769231	53.8461538461538	15.3846153846154	7.69230769230769
4QWW_1	0.110313607612566	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
4KI5_1	0.557998337539938	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
4EDX_1	0.432973502935801	46.1538461538462	46.1538461538462	0	7.69230769230769
1KEN_1	0.264509554958792	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
1Q9O_1	0.402173375081777	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
1E4W_1	0.764432635044123	38.4615384615385	30.7692307692308	23.0769230769231	7.69230769230769
1CF8_1	0.491832830707072	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
3EFF_1	0.464682999431334	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
4QHU_1	0.264848259106985	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
1J05_1	0.358826285860583	38.4615384615385	23.0769230769231	30.7692307692308	7.69230769230769
5A3I_1	0.880399561372277	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
1A6U_1	0.888884437377716	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4Y5X_1	0.60163042836418	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
1OB1_1	0.660066502568113	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
1CT8_1	0.311733681340338	30.7692307692308	46.1538461538462	15.3846153846154	7.69230769230769
2ZCH_1	0.190778852039041	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1RZ7_1	0.626416094626693	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
4U6H_1	0.183231165995306	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
3IF1_1	0.13752873340688	46.1538461538462	30.7692307692308	15.3846153846154	7.69230769230769
4YGV_1	0.550081699608793	30.7692307692308	23.0769230769231	30.7692307692308	15.3846153846154
4LF3_1	0.308894647613872	30.7692307692308	30.7692307692308	15.3846153846154	23.0769230769231
5CSZ_1	0.646648444288316	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
1HIL_1	0.800655312209444	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
3J2X_1	0.00291153749270596	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
4G6K_1	0.193008331458776	46.1538461538462	30.7692307692308	0	23.0769230769231
3O2V_1	0.100276226853628	53.8461538461538	23.0769230769231	0	23.0769230769231
1HZH_1	0.616576368745835	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
1ORS_1	0.617997708871426	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
1CLY_1	0.154586977396225	38.4615384615385	30.7692307692308	23.0769230769231	7.69230769230769
4ZTO_1	0.3083943165208	53.8461538461538	7.69230769230769	23.0769230769231	15.3846153846154
4R7N_1	0.988127317950728	30.7692307692308	46.1538461538462	15.3846153846154	7.69230769230769
1YY8_1	0.599459968732276	30.7692307692308	38.4615384615385	15.3846153846154	15.3846153846154
2V7H_1	0.750812344224905	38.4615384615385	30.7692307692308	23.0769230769231	7.69230769230769
1KC5_1	0.216758634025266	46.1538461538462	38.4615384615385	7.69230769230769	7.69230769230769
3HI5_1	0.749781548143414	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
3PJS_1	0.516396546766628	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
3CMO_1	0.977372185344202	30.7692307692308	30.7692307692308	30.7692307692308	7.69230769230769
4XAK_1	0.400939444427709	46.1538461538462	15.3846153846154	23.0769230769231	15.3846153846154
3MJ8_1	0.45397521424523	38.4615384615385	30.7692307692308	7.69230769230769	23.0769230769231
15C8_1	0.56744265795497	30.7692307692308	30.7692307692308	30.7692307692308	7.69230769230769
1YEC_1	0.422832949997593	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
5ANY_1	0.00190421066323934	53.8461538461538	30.7692307692308	0	15.3846153846154
2NR6_1	0.925109216039921	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1A4J_1	0.802862474388053	61.5384615384615	15.3846153846154	0	23.0769230769231
4N8C_1	0.631208060614326	53.8461538461538	23.0769230769231	15.3846153846154	7.69230769230769
4NNP_1	0.772963171252354	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
3SM5_1	0.986238179752531	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1IGY_1	0.403284917620907	30.7692307692308	53.8461538461538	7.69230769230769	7.69230769230769
1C5B_1	0.110247139575137	23.0769230769231	38.4615384615385	30.7692307692308	7.69230769230769
4OUU_1	0.433741064730904	53.8461538461538	30.7692307692308	7.69230769230769	7.69230769230769
3BAE_1	0.427578444758678	30.7692307692308	30.7692307692308	15.3846153846154	23.0769230769231
1ZA6_1	0.750825111206111	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
2ARJ_1	0.507079707817718	53.8461538461538	23.0769230769231	7.69230769230769	15.3846153846154
4JDV_1	0.254144783760162	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
3MME_1	0.147361053199275	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
2VC2_1	0.815947549265202	23.0769230769231	30.7692307692308	30.7692307692308	15.3846153846154
4UT6_1	0.000674579869252052	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
1BBJ_1	0.00155351359826355	38.4615384615385	38.4615384615385	15.3846153846154	7.69230769230769
4OTX_1	0.236938754453551	30.7692307692308	23.0769230769231	30.7692307692308	15.3846153846154
1FBI_1	0.130306344743837	38.4615384615385	23.0769230769231	30.7692307692308	7.69230769230769
3J8Z_1	0.00157282304577803	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1Q72_1	0.517298929545287	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4EVN_1	0.0901241204204156	46.1538461538462	7.69230769230769	30.7692307692308	15.3846153846154
2VWE_1	0.132731721003308	38.4615384615385	30.7692307692308	23.0769230769231	7.69230769230769
3HZK_1	0.349505583249157	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
1G9M_1	0.167967559016618	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
3I02_1	0.00251588592746044	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4LU5_1	0.0561322576109317	30.7692307692308	38.4615384615385	23.0769230769231	7.69230769230769
2XQY_1	0.855924474355067	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
1MRD_1	0.50425430038457	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
4JY6_1	0.915240126694902	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1CZ8_1	0.364284443104558	38.4615384615385	23.0769230769231	15.3846153846154	23.0769230769231
1DN0_1	0.805748490031266	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
1FVE_1	0.455248073649963	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
2R29_1	0.00448283217769088	38.4615384615385	30.7692307692308	23.0769230769231	7.69230769230769
1T66_1	0.227991025244418	38.4615384615385	38.4615384615385	15.3846153846154	7.69230769230769
4JLR_1	0.264025893920466	30.7692307692308	38.4615384615385	15.3846153846154	15.3846153846154
5BO1_1	0.836812085166376	38.4615384615385	23.0769230769231	15.3846153846154	23.0769230769231
1BEY_1	0.799463412090884	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4UU9_1	0.904611604666886	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
4PP1_1	0.0554576777416847	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
1IGI_1	0.913739668754911	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
4PTT_1	0.275803464467907	38.4615384615385	23.0769230769231	15.3846153846154	23.0769230769231
3IFP_1	0.197077755444393	30.7692307692308	30.7692307692308	15.3846153846154	23.0769230769231
4JN1_1	0.329901375869367	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
1NC2_1	0.834627395423202	38.4615384615385	30.7692307692308	7.69230769230769	23.0769230769231
1DQJ_1	0.544375821199565	38.4615384615385	38.4615384615385	15.3846153846154	7.69230769230769
1RZ8_1	0.821988342225397	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
4U1G_1	0.664500769192933	46.1538461538462	30.7692307692308	15.3846153846154	7.69230769230769
3J7E_1	0.00320524636338497	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1TZH_1	0.352165339981802	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
1FJ1_1	0.281219902411792	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
4Q2Z_1	0.691440830449361	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
1D5B_1	0.539518938511427	23.0769230769231	30.7692307692308	30.7692307692308	15.3846153846154
1YUH_1	0.63185718463946	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
4YK4_1	0.436404385038123	30.7692307692308	23.0769230769231	30.7692307692308	15.3846153846154
5DK3_1	0.081214749353185	30.7692307692308	23.0769230769231	30.7692307692308	15.3846153846154
1NAK_1	0.262544505213877	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
4YDV_1	0.162190496614319	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
3IXT_1	0.614717726736929	30.7692307692308	38.4615384615385	15.3846153846154	15.3846153846154
3UO1_1	0.376667136785582	53.8461538461538	23.0769230769231	15.3846153846154	7.69230769230769
1LO0_1	0.457196486479245	38.4615384615385	38.4615384615385	7.69230769230769	15.3846153846154
4OAW_1	0.152907598790906	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
3IYW_1	0.00265160976264292	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
4EBQ_1	0.354473568110985	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
3V6O_1	0.40788888987321	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
4D9Q_1	0.724275221862057	38.4615384615385	23.0769230769231	15.3846153846154	23.0769230769231
4OCX_1	0.981229452835573	46.1538461538462	30.7692307692308	7.69230769230769	15.3846153846154
2A9N_1	0.364569407137381	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
5DLM_1	0.229231290538618	46.1538461538462	30.7692307692308	15.3846153846154	7.69230769230769
3MUG_1	0.526273380147112	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
4FQQ_2	0.344312919176725	30.7692307692308	23.0769230769231	30.7692307692308	15.3846153846154
3HAE_1	0.0557790059789523	38.4615384615385	23.0769230769231	15.3846153846154	23.0769230769231
4FNL_1	0.40288634462036	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
3VI3_1	0.839087199389509	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
4FFW_1	0.171669263016124	38.4615384615385	38.4615384615385	15.3846153846154	7.69230769230769
1C08_1	0.835087244348158	30.7692307692308	46.1538461538462	15.3846153846154	7.69230769230769
3B9K_1	0.311091628383024	38.4615384615385	38.4615384615385	7.69230769230769	15.3846153846154
4QEX_1	0.109995409561032	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4M62_1	0.396246376720971	46.1538461538462	15.3846153846154	23.0769230769231	15.3846153846154
3MLW_1	0.504816966117917	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
4HIX_1	0.0443044824820222	23.0769230769231	38.4615384615385	15.3846153846154	23.0769230769231
4U6V_1	0.0353383684965795	38.4615384615385	30.7692307692308	15.3846153846154	15.3846153846154
4DVB_1	0.295318620999422	30.7692307692308	46.1538461538462	15.3846153846154	7.69230769230769
1I7Z_1	0.200828932458695	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
1R24_1	0.96494124813094	46.1538461538462	38.4615384615385	7.69230769230769	7.69230769230769
4TTD_1	0.0436044467686514	38.4615384615385	15.3846153846154	30.7692307692308	15.3846153846154
1BQL_1	0.539655410120198	15.3846153846154	46.1538461538462	23.0769230769231	15.3846153846154
4M6M_1	0.120888389525217	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
1MCP_1	0.345054674190196	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1UWX_1	0.0327574287452484	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
4ODT_1	0.812252779377025	53.8461538461538	30.7692307692308	7.69230769230769	7.69230769230769
4ZPT_1	0.777547826101337	53.8461538461538	38.4615384615385	7.69230769230769	0
5ESV_1	0.211903868729039	46.1538461538462	23.0769230769231	7.69230769230769	23.0769230769231
3S96_1	0.521313767323	53.8461538461538	23.0769230769231	7.69230769230769	15.3846153846154
4NM4_1	0.638231582115535	38.4615384615385	23.0769230769231	23.0769230769231	15.3846153846154
1S3K_1	0.749006642139665	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
3LHP_1	0.523333971396854	46.1538461538462	23.0769230769231	15.3846153846154	15.3846153846154
4LLY_1	0.128554841246839	30.7692307692308	38.4615384615385	15.3846153846154	15.3846153846154
2G2R_1	0.61628527910417	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
3IET_1	0.0826317913426774	46.1538461538462	30.7692307692308	15.3846153846154	7.69230769230769
1YED_1	0.0956531627182308	30.7692307692308	30.7692307692308	23.0769230769231	15.3846153846154
2R4R_1	0.723834172426254	30.7692307692308	38.4615384615385	15.3846153846154	15.3846153846154
