LOWpdb	SD	HYDRO	MW	PI
1AXS_1	0.545885727969234	-1.44615384615385	1766	6.13692307692308
5BO1_1	0.836812085166376	-0.415384615384615	1565	5.90538461538462
3KS0_1	0.236852487426248	-0.484615384615385	1735	5.31153846153846
3CMO_1	0.977372185344202	-0.892307692307692	1838	5.89384615384615
1JGU_1	0.512223909650846	0.392307692307692	1620	5.70769230769231
1TJG_1	0.54507703467109	-0.3	1565	5.86692307692308
1MIM_1	0.88143637373754	-1.73846153846154	1821	6.53384615384615
4QHM_1	0.680964982421025	0.0846153846153846	1713	5.85769230769231
1YY8_1	0.599459968732276	-1.05384615384615	1679	5.81076923076923
3MME_1	0.147361053199275	0.0153846153846154	1535	6.16615384615385
3ZKM_1	0.205815308618146	-0.623076923076923	1592	5.88461538461539
1PG7_1	0.0091782460198006	-0.646153846153846	1742	5.66230769230769
3IET_1	0.0826317913426774	-0.376923076923077	1750	5.67384615384615
3IFO_1	0.238629446767365	-0.823076923076923	1608	5.86
1KFA_1	0.263028166252209	-0.430769230769231	1661	5.70538461538462
1F11_1	0.161716027964145	-1.13076923076923	1755	6.14846153846154
4Q6I_1	0.333750622815273	0.107692307692308	1610	5.43230769230769
3NGB_1	0.681917068478786	-0.676923076923077	1615	6.32846153846154
4QWW_1	0.110313607612566	-0.661538461538462	1563	5.93230769230769
2R4R_1	0.723834172426254	-1.28461538461538	1789	6.14538461538461
3MAC_1	0.485910345002555	-0.484615384615385	1620	6.22
4JO3_1	0.339018554518162	-0.0307692307692308	1723	5.93384615384615
3INU_1	0.212269920178297	-0.730769230769231	1664	6.27384615384616
1Q0X_1	0.332669698917712	-1.00769230769231	1815	5.65538461538462
4K2U_1	0.256893307818638	-0.625	1725	5.63333333333333
4U6H_1	0.183231165995306	-0.784615384615385	1762	6.15230769230769
4NRX_2	0.728962037579459	-0.653846153846154	1710	5.87461538461539
4JLR_1	0.264025893920466	-0.853846153846154	1638	5.83769230769231
3MA9_1	0.353579553544182	-0.484615384615385	1620	6.22
1AJ7_1	0.159502076632253	-1.77692307692308	1945	5.83384615384615
4F58_1	0.470993921411943	-0.569230769230769	1523	5.90692307692308
2W9D_1	0.627292103260114	-1.56153846153846	1723	6.43538461538462
2IQA_1	0.990573868948954	-0.823076923076923	1608	5.86
4N8C_1	0.631208060614326	-0.407692307692308	1661	6.16307692307692
3PIQ_2	0.211208552899733	-0.153846153846154	1593	6.17769230769231
2O5X_1	0.394601651922966	-0.0692307692307693	1595	5.61538461538461
1AP2_1	0.892806456954978	-0.238461538461539	1711	5.99538461538462
3IXT_1	0.614717726736929	-0.853846153846154	1638	5.83769230769231
4YGV_1	0.550081699608793	-1.13076923076923	1755	6.14846153846154
4YK4_1	0.436404385038123	-0.923076923076923	1714	6.15076923076923
1MF2_1	0.497602844833107	-0.330769230769231	1635	5.67384615384615
4HLZ_1	0.595136031029323	-0.684615384615385	1687	5.85692307692308
3MLW_1	0.504816966117917	-0.653846153846154	1710	5.87461538461539
2OJZ_1	0.345513700183267	-0.815384615384615	1740	5.94769230769231
1F8T_1	0.711854935546796	-1.29230769230769	1665	6.23
4Y5Y_1	0.248705718399276	-0.269230769230769	1722	5.89615384615385
1RZ7_1	0.626416094626693	-0.723076923076923	1712	6.19384615384615
1IGI_1	0.913739668754911	-0.530769230769231	1722	6.26076923076923
1NCA_1	0.708653223717002	-0.476923076923077	1577	5.7
1CZ8_1	0.364284443104558	-0.592307692307692	1579	5.68
1AD0_1	0.0250549145777812	-1.03846153846154	1661	5.83384615384615
4DGI_1	0.832288462054035	-0.953846153846154	1823	6.05538461538462
3QUM_1	0.572238183490493	-0.784615384615385	1762	6.15230769230769
3FO2_1	0.175314398473142	-0.623076923076923	1592	5.88461538461539
1JN6_1	0.31617178938751	-0.623076923076923	1692	5.71307692307692
1F3D_1	0.504802823982294	-1.3	1706	6.12923076923077
1Z3G_1	0.64022650050158	-1.67692307692308	1811	6.48615384615385
2FJH_1	0.0211340074761033	-0.453846153846154	1694	5.89923076923077
4C83_1	0.397353705940312	-1.22307692307692	1684	6.00769230769231
1KN2_1	0.121703232694536	-1.42307692307692	1805	6.52
4LLY_1	0.128554841246839	-1.05384615384615	1681	5.42076923076923
2H9G_1	0.625495344929119	-0.415384615384616	1565	5.90538461538462
4OII_1	0.00574948523783198	-1.32307692307692	1843	6.07769230769231
2V7H_1	0.750812344224905	-0.523076923076923	1822	5.88307692307692
1OB1_1	0.660066502568113	-0.307692307692308	1577	5.66769230769231
3MJ8_1	0.45397521424523	-0.453846153846154	1593	5.80230769230769
2VWE_1	0.132731721003308	-0.576923076923077	1822	5.88
1E4W_1	0.764432635044123	-0.576923076923077	1822	5.88
4YDV_1	0.162190496614319	-0.684615384615385	1687	5.85692307692308
1A4J_1	0.802862474388053	0.415384615384615	1504	5.68076923076923
3MCK_1	0.375771392764937	-0.823076923076923	1608	5.86
2DQT_1	0.762069484181395	0.392307692307692	1620	5.70769230769231
4QHK_3	0.259081803306407	-0.892307692307692	1714	5.83615384615385
4M6M_1	0.120888389525217	-0.653846153846154	1710	5.87461538461539
4LLW_1	0.721779246896168	-1.20769230769231	1749	6.61538461538461
1I9I_1	0.689519621324879	-0.684615384615385	1653	5.63692307692308
2Y6S_1	0.101862974470609	-0.146153846153846	1648	5.83923076923077
3J8V_1	0.00241878859142339	-0.930769230769231	1736	6.30076923076923
3FO1_1	0.137380948089608	-0.623076923076923	1592	5.88461538461539
1YNT_1	0.0348264231870018	-0.369230769230769	1707	5.88846153846154
1J05_1	0.358826285860583	-0.776923076923077	1812	5.97923076923077
1ORS_1	0.617997708871426	-0.338461538461539	1606	5.84846153846154
4UT9_1	0.267819998951254	-0.684615384615385	1636	6.19538461538462
2J6E_1	0.925793695404115	-0.892307692307692	1714	5.83615384615385
3B9K_1	0.311091628383024	-0.9	1621	5.82307692307692
4ZTO_1	0.3083943165208	-0.0307692307692308	1723	5.93384615384615
1BBJ_1	0.00155351359826355	-0.961538461538462	1750	5.89923076923077
4NKO_1	0.176117219085283	-1.13076923076923	1755	6.14846153846154
5A3I_1	0.880399561372277	-0.653846153846154	1710	5.87461538461539
1GIG_1	0.745394448426414	-0.530769230769231	1629	5.37384615384615
2IPU_1	0.663942838008162	-0.823076923076923	1608	5.86
1FOR_1	0.660840077386733	-0.784615384615385	1762	6.15230769230769
3VRL_1	0.492089751163343	-1.02307692307692	1728	5.59076923076923
1CF8_1	0.491832830707072	-0.307692307692308	1592	5.84692307692308
1WC7_1	0.497942444357043	-0.684615384615385	1687	5.85692307692308
2WUB_1	0.791807250049109	-0.484615384615385	1671	5.88153846153846
4OKV_1	0.15597007826022	-1.29230769230769	1824	6.22615384615384
1RZ8_1	0.821988342225397	-0.315384615384615	1629	6.01615384615385
2NZ9_1	0.291784077722726	-0.684615384615385	1687	5.85692307692308
4JY6_1	0.915240126694902	-1.02307692307692	1682	6.16153846153846
3IFP_1	0.197077755444393	-0.823076923076923	1608	5.86
2GJZ_1	0.215979893351983	-0.623076923076923	1592	5.88461538461538
4F2M_1	0.0969012061870243	-0.846153846153846	1764	6.08692307692308
1CT8_1	0.311733681340338	-0.915384615384616	1818	6.04615384615385
2LTQ_1	0.100606445720442	-1.14615384615385	1735	5.46461538461539
2VXS_1	0.911155326996448	-0.192307692307692	1579	5.91076923076923
2QAD_1	0.201374111786995	-0.607692307692308	1676	6.69153846153846
4MHJ_2	0.397157090032291	-0.361538461538462	1620	6.15692307692308
4HJ0_1	0.420004457462064	-0.515384615384615	1620	6.53461538461538
4JN1_1	0.329901375869367	-0.884615384615385	1691	6.25615384615385
3WKM_1	0.97051324956669	-1.36923076923077	1828	5.73384615384615
3IXX_1	0.00426117280413206	-0.161538461538462	1620	5.83923076923077
2YK1_1	0.847567886415005	-0.446153846153846	1664	5.86384615384615
5DLM_1	0.229231290538618	-0.738461538461538	1691	5.71307692307692
2BRR_1	0.927760866469373	-0.246153846153846	1567	5.62
1MFB_1	0.385821534239602	-1.00769230769231	1815	5.65538461538462
4JDV_1	0.254144783760162	-0.723076923076923	1712	6.19384615384615
2DD8_1	0.970417888467298	-0.676923076923077	1650	6.18923076923077
2I9L_1	0.682963598282515	-1.1	1778	6.16615384615385
1KC5_1	0.216758634025266	-0.630769230769231	1611	5.82615384615385
1MCP_1	0.345054674190196	-0.276923076923077	1630	5.88384615384615
3O2V_1	0.100276226853628	-0.0692307692307693	1595	5.61538461538462
3LD8_1	0.132834251486578	-0.161538461538462	1657	5.99615384615385
4LU5_1	0.0561322576109317	-1.61538461538462	1826	6.05461538461538
4QNP_1	0.440161950473343	-0.253846153846154	1506	5.95923076923077
3PJS_1	0.516396546766628	-0.446153846153846	1595	5.88307692307692
1NCB_1	0.945536823841624	-0.476923076923077	1577	5.7
2ADG_1	0.0995053164827551	-1.2	1710	5.62307692307692
2XZA_1	0.08881190461025	-0.892307692307692	1714	5.83615384615385
4M48_1	0.585999907647276	-0.615384615384615	1671	5.61769230769231
3W11_1	0.834901285203827	-0.623076923076923	1592	5.88461538461539
4FFV_1	0.898519879746965	-1.18461538461538	1647	6.13615384615385
3MUG_1	0.526273380147112	0.0153846153846153	1535	6.16615384615385
3LEX_1	0.197571291517768	-0.976923076923077	1649	6.21615384615385
4ZYK_2	0.545213362083981	-0.246153846153846	1579	5.90769230769231
1W72_1	0.665098981529819	-0.246153846153846	1579	5.90769230769231
4PP1_1	0.0554576777416847	0.0846153846153845	1664	5.59538461538462
2UYL_1	0.346897762295561	-1.1	1778	6.16615384615385
1T4K_1	0.32801622919072	-0.807692307692308	1564	6.21923076923077
5DK3_1	0.081214749353185	-1.13076923076923	1755	6.14846153846154
4OTX_1	0.236938754453551	-0.884615384615385	1765	6.18076923076923
3UBX_1	0.128455139190692	-0.230769230769231	1543	5.70615384615385
4FQK_1	0.243079269741376	-0.507692307692308	1575	6.26769230769231
1NAK_1	0.262544505213877	-0.246153846153846	1675	5.81076923076923
1LK3_1	0.729321954931084	-0.776923076923077	1663	6.13615384615384
2ARJ_1	0.507079707817718	-0.192307692307692	1575	5.89846153846154
3V7A_1	0.0234886730574533	-0.569230769230769	1720	6.10923076923077
3S96_1	0.521313767323	0.176923076923077	1695	5.63
4G7V_1	0.35323377832818	-0.446153846153846	1595	5.88307692307692
3PNW_1	0.503894037663531	-0.484615384615385	1671	5.88153846153846
2A9M_1	0.127812379126593	-0.446153846153846	1595	5.88307692307692
3CSY_1	0.436876897998357	-0.484615384615385	1671	5.88153846153846
4DVB_1	0.295318620999422	-0.623076923076923	1657	5.62384615384615
4RDQ_1	0.139477041353408	-0.930769230769231	1793	6.10230769230769
1L7T_1	0.140000071607123	-0.684615384615385	1653	5.63692307692308
1F58_1	0.471498907656564	-0.853846153846154	1638	5.83769230769231
1NGW_1	0.685219655203131	-0.376923076923077	1705	6.17923076923077
4ODV_1	0.940317210321246	-0.453846153846154	1827	5.40076923076923
4Y5X_1	0.60163042836418	-0.323076923076923	1607	6.30076923076923
4XHJ_1	0.622077897855651	-0.869230769230769	1686	6.34230769230769
4QCI_1	0.540774053048035	-0.246153846153846	1579	5.90769230769231
4FQQ_1	0.82457913785185	-0.923076923076923	1714	6.15076923076923
4NCO_1	0.00755530081024822	-1.33846153846154	1698	6.17538461538462
3DVN_1	0.416703683007484	-0.0923076923076924	1621	5.90615384615385
2Z91_1	0.266251127254576	-1.63846153846154	1698	6.13692307692308
3VG9_1	0.820455998210751	-1.44615384615385	1737	6.07923076923077
4FNL_1	0.40288634462036	-0.246153846153846	1579	5.90769230769231
1XGY_1	0.341255389454877	-0.815384615384615	1739	6.13461538461539
1K4C_1	0.558473181944217	-0.861538461538461	1782	6.09615384615385
1KNO_1	0.719916935905108	-1.05384615384615	1768	5.78769230769231
3GI8_1	0.651129379960697	-0.438461538461539	1732	5.80538461538462
4WV1_1	0.000257386868355222	-0.415384615384615	1565	5.90538461538462
1ZA6_1	0.750825111206111	-0.623076923076923	1675	6.23923076923077
3AAZ_1	0.724116234807988	-0.823076923076923	1608	5.86
1D5B_1	0.539518938511427	-1.44615384615385	1766	6.13692307692308
3VI3_1	0.839087199389509	-0.784615384615385	1762	6.15230769230769
4EDX_1	0.432973502935801	-0.3	1618	5.35384615384615
5ESV_1	0.211903868729039	-0.176923076923077	1577	6.28461538461539
1BEY_1	0.799463412090884	-0.892307692307692	1714	5.83615384615385
3V0V_1	0.820647451104511	-1.1	1671	5.88153846153846
4D9Q_1	0.724275221862057	-0.623076923076923	1593	5.68153846153846
3W14_1	0.0613408061611551	-1.39230769230769	1808	6.01230769230769
2B0S_1	0.802119223829601	-0.630769230769231	1719	6.02384615384615
3H42_1	0.765051353477657	-0.130769230769231	1579	5.86923076923077
4QXT_1	0.899392536970136	-0.646153846153846	1768	5.96846153846154
1C5D_1	0.663883464972958	-0.723076923076923	1560	5.89538461538462
2A9N_1	0.364569407137381	-0.446153846153846	1595	5.88307692307692
4KI5_1	0.557998337539938	-0.415384615384615	1641	5.60692307692308
4UTB_1	0.344848906116868	-0.176923076923077	1754	5.88384615384615
3U36_1	0.20308088504091	-0.1	1535	6.20461538461538
1FBI_1	0.130306344743837	-0.607692307692308	1822	6.19461538461538
1T04_1	0.992078525784294	-1.06923076923077	1765	5.63
2B2X_1	0.514162089338078	-0.7	1635	5.9
2FL5_1	0.53068060103638	-0.623076923076923	1678	5.62230769230769
2AJ3_1	0.879111036616536	-0.407692307692308	1727	6.25461538461539
1ZA3_1	0.251440100322124	-0.446153846153846	1595	5.88307692307692
